GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400004,379,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-18,278,1,1,20241112,PHI,NYK
Shot Chart Detail,0022400004,496,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,0,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,2,1,1,20241112,PHI,NYK
Shot Chart Detail,0022400010,18,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,6,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,138,-8,1,1,20241115,ORL,PHI
Shot Chart Detail,0022400010,59,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,27,1,1,20241115,ORL,PHI
Shot Chart Detail,0022400010,125,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,19,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,50,70,1,1,20241115,ORL,PHI
Shot Chart Detail,0022400010,170,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,10,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-121,147,1,1,20241115,ORL,PHI
Shot Chart Detail,0022400010,188,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,20,1,1,20241115,ORL,PHI
Shot Chart Detail,0022400245,25,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,8,1,1,20241118,MIA,PHI
Shot Chart Detail,0022400245,38,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,33,1,1,20241118,MIA,PHI
Shot Chart Detail,0022400245,253,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,47,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-47,123,1,1,20241118,MIA,PHI
Shot Chart Detail,0022400245,311,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-217,173,1,1,20241118,MIA,PHI
Shot Chart Detail,0022400245,612,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,11,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,1,20241118,MIA,PHI
Shot Chart Detail,0022400255,56,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,6,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,29,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,95,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,44,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,26,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,102,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,5,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,59,109,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,237,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,44,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,12,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,287,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,3,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,235,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,385,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,56,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-21,134,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,460,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,3,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,18,158,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,467,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,3,5,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,10,131,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,481,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,77,157,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400255,667,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,54,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,5,1,1,20241120,MEM,PHI
Shot Chart Detail,0022400347,192,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,52,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-53,83,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,206,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,9,7,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,222,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,8,15,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-152,68,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,233,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,7,7,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-1,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,245,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,40,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,49,120,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,267,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,16,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,26,106,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,281,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,4,3,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,18,107,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,289,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,3,12,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,13,121,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,361,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,17,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,9,164,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,369,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,4,159,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,381,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,52,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,24,136,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,581,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,21,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400347,610,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,53,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-63,134,1,1,20241208,CHI,PHI
Shot Chart Detail,0022400373,22,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,15,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,26,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,37,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,38,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,41,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-10,258,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,336,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,218,138,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,352,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,6,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,107,41,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,391,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,5,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,28,173,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,557,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-15,197,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,560,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,16,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,587,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,5,2,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,589,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,4,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,23,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,591,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,4,188,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400373,627,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-10,33,1,1,20241220,PHI,CHA
Shot Chart Detail,0022400394,22,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,211,165,1,1,20241223,PHI,SAS
Shot Chart Detail,0022400394,99,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,41,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-6,90,1,1,20241223,PHI,SAS
Shot Chart Detail,0022400407,20,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,71,248,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400407,92,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-37,9,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400407,96,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,20,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400407,276,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,16,262,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400407,286,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,1,42,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,129,125,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400407,294,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,49,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,54,62,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400407,308,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,48,253,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400407,337,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,185,194,1,1,20241225,BOS,PHI
Shot Chart Detail,0022400433,63,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,51,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,218,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,8,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-33,247,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,293,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,3,14,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,16,40,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,298,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,7,Made Shot,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,31,52,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,378,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,37,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,26,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,415,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,6,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,8,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,574,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,51,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-59,115,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,594,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,5,38,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-10,54,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,600,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,5,1,Made Shot,Hook Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,22,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400433,653,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,141,1,1,20241228,UTA,PHI
Shot Chart Detail,0022400447,44,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20241230,POR,PHI
Shot Chart Detail,0022400447,100,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,37,256,1,1,20241230,POR,PHI
